badge,badge_type,is_finish,media_id,index_show,follow,play,pub_real_time,pub_date,renewal_time,score,season_id,title,tags,count
,,1,1220,全12话,30.1万追番,273万次播放,1223308800,1223308800,1377058832,9.0分,1220,伯爵与妖精,奇幻 少女,0
会员抢先,0,0,28228406,更新至第7话,29.9万追番,194.3万次播放,1586707200,1586707200,1590420600,9.4分,33018,啄木鸟侦探社,小说改 推理,0
,,1,98632,全12话,30万追番,246.6万次播放,1460131200,1460131200,1528772940,9.8分,5617,飞翔的魔女,魔法 日常 治愈,0
会员专享,0,1,28222672,全12话,29.8万追番,387.9万次播放,1570464000,1570464000,1577197800,6.1分,28578,异界群敌 代码重组,游戏改 战斗 科幻 萌系,0
会员专享,0,1,28220988,全1话,30.1万追番,167.3万次播放,1322841600,1322841600,1557741600,9.9分,1175,轻音少女 剧场版,日常 萌系 音乐 校园,0
,,1,4205,全12话,30.4万追番,253.2万次播放,1396454400,1396454400,1494819083,9.4分,4205,恶魔之谜,校园,0
,,1,497,全48话,30.2万追番,897.3万次播放,1325347200,1325347200,1491056102,9.5分,497,机动战士高达SEED HD,科幻 机战,0
,,1,1021,全24话,30.5万追番,118.3万次播放,1270915200,1270915200,1352792940,9.0分,1021,无法逃离的背叛,奇幻,0
,,1,26360655,全10话,30.4万追番,282.2万次播放,1556467200,1556467200,1561957200,9.8分,26963,進擊的巨人 第三季 Part.2（僅限台灣地區）,漫画改 热血 奇幻 战斗,0
会员专享,0,1,24554900,全12话,30.6万追番,449.9万次播放,1554652800,1554652800,1561390200,9.5分,26917,RobiHachi,原创 冒险,0
,,1,5473,全78话,30.5万追番,1641.1万次播放,1468857600,1468857600,1495058402,9.7分,5473,心灵的声音,,0
会员专享,0,1,5281,全178话,30.7万追番,1281.1万次播放,1002643200,1002643200,1494385470,9.5分,5281,网球王子,校园 运动 奇幻,0
会员专享,0,1,28221614,全25话,31.3万追番,382.6万次播放,1396713600,1396713600,1564133459,9.9分,2727,排球少年！！,漫画改 热血 校园 运动,0
会员专享,0,1,2923,全1话,31.1万追番,185.9万次播放,1342800000,1342800000,1526140800,9.8分,2923,狼的孩子雨和雪,治愈,0
,,1,1192,全25话,31.4万追番,607.9万次播放,1191600000,1191600000,1388735001,9.6分,1192,机动战士高达00,科幻 热血 机战,0
会员专享,0,1,2587,全13话,31.5万追番,1200.7万次播放,1435939200,1435939200,1443286800,9.7分,2587,迷糊餐厅 WORKING!!!,搞笑 日常 声控 美食,0
,,1,1245,全24话,31.6万追番,349.7万次播放,1207324800,1207324800,1350702554,9.1分,1245,S.A特优生,日常 少女,0
会员专享,0,1,1631,全13话,31.6万追番,214.6万次播放,1301673600,1301673600,1509591600,9.2分,1631,DOG DAYS,少女 战斗 热血 声控,0
,,1,761,全12话,31.5万追番,282.9万次播放,1270224000,1270224000,1277163828,9.2分,761,薄樱鬼,历史 少女 声控 乙女,0
,,1,1602,全24话,31.7万追番,480万次播放,1191427200,1191427200,1423203213,9.1分,1602,灼眼的夏娜II -Second-,校园 战斗 热血 小说改,0
会员专享,0,1,28221385,全12话,32万追番,400.8万次播放,1563120000,1563120000,1570989900,8.4分,27992,BEM,漫画改 战斗 奇幻,0
,,1,28220587,全12话,32万追番,183.7万次播放,1397232000,1397232000,1556179396,9.6分,27503,目隐都市的演绎者,奇幻 声控 励志 音乐,0
,,1,858,全12话,32万追番,774.7万次播放,1294070400,1294070400,1301469404,9.7分,858,好想告诉你 第二季,少女 校园 治愈 催泪,0
,,1,10332,全1话,28.3万追番,411.4万次播放,1188576000,1188576000,1507296960,9.7分,1638,EVA 新世纪福音战士新剧场版1.11：序,科幻 机战 战斗,0
,,1,2864,全8话,27.3万追番,569.9万次播放,1392998400,1392998400,1445150239,4.4分,2864,魔法科高校的劣等生 简单易懂的魔法科！,校园 搞笑 战斗 日常,0
,,1,5933,全2话,27.7万追番,229万次播放,1487347200,1487347200,1488034809,9.6分,5933,龙的牙医,奇幻 战斗 原创 架空,0
,,1,12392,全12话,27.9万追番,401.4万次播放,1515254400,1515254400,1521990000,9.7分,21744,三颗星彩色冒险,萌系 漫画改 搞笑,0
,,1,443,全12话,27.8万追番,94万次播放,1373040000,1373040000,1536286856,9.7分,443,黄金拼图,萌系 日常 治愈,0
,,1,2726,全11话,27.8万追番,508万次播放,1444233600,1444233600,1450374360,9.3分,2726,全部成为F -THE PERFECT INSIDER-,科幻 智斗 推理,0
,,1,1247,全24话,28.4万追番,103.6万次播放,1207411200,1207411200,1280547240,9.6分,1247,我家有个狐仙大人,少女,0
,,1,2876,全73话,27.7万追番,307.7万次播放,426700800,426700800,1445264783,9.8分,2876,猫眼三姐妹,热血 少女 时泪,0
会员专享,0,1,28222625,全12话,28.5万追番,290.6万次播放,1570032000,1570032000,1576692720,9.3分,28547,放学后桌游俱乐部,漫画改 校园 日常 社团,0
,,1,656,全26话,28.6万追番,136.3万次播放,1057334400,1057334400,1293811200,9.4分,656,初音岛,游戏改 日常 校园 恋爱,0
,,1,1589,全11话,28.6万追番,620.7万次播放,1318435200,1318435200,1354556958,8.7分,1589,罪恶王冠 SP,奇幻 战斗 热血,0
,,1,28221400,全13话,28.9万追番,65.3万次播放,1562947200,1562947200,1585107756,6.3分,28003,普通攻擊是全體二連擊，這樣的媽媽你喜歡嗎？（僅限台灣地區）,小说改 奇幻 穿越,0
,,1,78132,全25话,28.7万追番,1540万次播放,1522684800,1522684800,1537869600,4.6分,23595,高达创形者,热血 机战 社团 少儿,0
,,1,6438,全24话,28.6万追番,104.7万次播放,1507392000,1507392000,1521912600,9.5分,6438,魔法使的新娘（僅限台灣地區）,恋爱 奇幻 魔法 漫画改,0
,,1,3436,全24话,28.6万追番,633.6万次播放,1409414400,1409414400,1458022573,9.4分,3436,斩·赤红之瞳！ 爆笑小剧场,小说改 战斗 治愈 架空,0
,,1,471,全25话,28.6万追番,1847.3万次播放,1380988800,1380988800,1396168729,9.6分,471,魔笛MAGI 第二季,奇幻 战斗 架空 冒险,0
,,1,1185,全14话,28.7万追番,67.9万次播放,1223049600,1223049600,1266077880,9.4分,1185,神薙,日常,0
会员抢先,0,0,28228269,更新至第9话,29.1万追番,298.2万次播放,1585843200,1585843200,1590760800,8.7分,32908,新樱花大战,游戏改 机战 恋爱,0
,,1,3317,全26话,29.2万追番,267.1万次播放,1113408000,1113408000,1453949904,9.7分,3317,蜂蜜与四叶草,萌系 恋爱 少女 治愈,0
,,1,900,全26话,29万追番,143.8万次播放,1309622400,1309622400,1571219787,9.5分,900,滑头鬼之孙 第二季,奇幻 战斗 热血 声控,0
会员专享,0,1,3115,全12话,29.6万追番,404.2万次播放,1452355200,1452355200,1459098302,6.0分,3115,黑之宣告,机战 战斗 科幻,0
,,1,580,全13话,29万追番,718.9万次播放,1365004800,1365004800,1372379432,9.1分,580,写真女友,日常 声控 游戏改,0
,,1,282,全12话,29.6万追番,990.8万次播放,1412179200,1412179200,1418916612,9.4分,282,电器街的漫画店,萌系 搞笑 日常 治愈,0
会员专享,0,1,2809,全1话,29.5万追番,89.5万次播放,1265385600,1265385600,1555128000,9.8分,2809,凉宫春日的消失,搞笑 奇幻 校园 日常,0
,,1,140772,全12话,29.1万追番,180.4万次播放,1538668800,1538668800,1545323400,9.8分,25689,佐賀偶像是傳奇（僅限港澳台地區）,原创 搞笑 偶像,0
,,1,6449,全12话,26.2万追番,416.6万次播放,1506960000,1506960000,1514300400,8.2分,6449,战刻夜想曲,乙女 游戏改 穿越,0
,,1,2720,全12话,26万追番,682.4万次播放,1443628800,1443628800,1450425151,8.9分,2720,青年黑杰克,奇幻 智斗 职场,0
,,1,1558,全16话,26万追番,745.6万次播放,1427990400,1427990400,1437156600,9.2分,1558,长门有希酱的消失,日常 少女 治愈,0
会员专享,0,1,24072002,全12话,26.4万追番,455.7万次播放,1554566400,1554566400,1561303800,7.7分,26871,消灭都市,游戏改 冒险,0
,,1,78872,全12话,25.9万追番,468.8万次播放,1523376000,1523376000,1530030600,9.7分,23873,鹿枫堂,少女,0
会员专享,0,1,139392,全12话,26.4万追番,259.9万次播放,1538928000,1538928000,1545580800,9.5分,25624,ANIMAYELL!,萌系 校园 社团 运动,0
会员抢先,0,0,28222671,更新至第33话,26万追番,710.6万次播放,1570982400,1570982400,1590336002,9.6分,28577,超级小白,漫画改 搞笑,0
,,1,1000,全63话,26.4万追番,795.9万次播放,1254585600,1254585600,1293427486,9.8分,1000,梦色蛋糕师,少女 美食 奇幻 日常,0
会员专享,0,1,6011,全13话,26.5万追番,579.2万次播放,1491062400,1491062400,1498417503,6.1分,6011,暗芝居·世界黑暗图鉴,泡面,0
,,1,3292,全3话,26.6万追番,149.7万次播放,1262016000,1262016000,1452761893,9.6分,3292,快要坏掉的八音盒,催泪 少女 治愈,0
会员专享,0,1,77952,全1话,26.5万追番,524.4万次播放,1522512000,1522512000,1521374400,9.7分,23833,路人超能100 REIGEN～不为人知的奇迹灵能者～（OVA）,搞笑 战斗,0
,,1,6474,全12话,26.5万追番,209.1万次播放,1507046400,1507046400,1513767600,8.2分,6474,URAHARA,萌系 奇幻 治愈,0
,,1,3484,全13话,26.7万追番,232.7万次播放,1286035200,1286035200,1458708513,8.9分,3484,心灵侦探八云,推理 智斗,0
,,1,3258,全11话,26.5万追番,173.8万次播放,1271865600,1271865600,1451965536,9.8分,3258,四畳半神话大系,日常 治愈,0
,,1,5041,全13话,26.7万追番,382.1万次播放,1467820800,1467820800,1480011730,8.5分,5041,Regalia 三圣星,机战 战斗 架空,0
,,1,2677,全13话,26.7万追番,348.4万次播放,1341590400,1341590400,1438931727,9.6分,2677,境界线上的地平线II,战斗 小说改 热血 奇幻,0
,,1,2682,全12话,26.7万追番,256.3万次播放,1309449600,1309449600,1430964874,9.2分,2682,萝球社！,校园 萌系 运动 小说改,0
,,1,5968,全24话,27万追番,906.4万次播放,1491494400,1491494400,1506910500,7.2分,5968,巴哈姆特之怒 VIRGIN SOUL,奇幻 战斗 魔法 架空,0
,,1,4351,全6话,26.8万追番,426.1万次播放,1387987200,1387987200,1464849685,9.5分,4351,中二病也要谈恋爱！恋 Lite,恋爱 奇幻 战斗,0
,,1,2746,全12话,26.8万追番,590.5万次播放,1444147200,1444147200,1450893660,8.0分,2746,Dance with Devils,校园 乙女,0
,,1,6448,全12话,27.2万追番,367.8万次播放,1507305600,1507305600,1515180900,9.6分,6448,结城友奈是勇者 鹫尾须美之章&勇者之章,少女 魔法 原创 冒险,0
会员专享,0,1,5832,全13话,26.9万追番,1022.9万次播放,1484496000,1484496000,1490558702,7.9分,5832,暗芝居 第四季,泡面,0
,,1,3423,全1话,27.2万追番,453.9万次播放,1431619200,1431619200,1457925520,9.7分,3423,四月是你的谎言 OAD,催泪 少女,0
会员专享,0,1,139452,全12话,26.8万追番,244.2万次播放,1539187200,1539187200,1545921000,9.6分,25699,梅露可物语 : 无精打采的少年与瓶中少女,萌系 游戏改 架空 冒险,0
会员专享,0,1,1065,全12话,27.3万追番,260.5万次播放,1254931200,1254931200,1286005920,9.6分,1065,DARKER THAN BLACK -流星的双子-,奇幻 科幻 战斗 热血,0
,,1,28222691,全13话,24.5万追番,879.4万次播放,1570636800,1570636800,1577358681,9.4分,28593,高达创形者 再起,原创 热血 科幻 机战,0
,,1,1576,全12话,24.6万追番,514.7万次播放,1397059200,1397059200,1403846039,9.6分,1576,希德尼娅的骑士 第一季,热血 科幻 机战 冒险,0
会员专享,0,1,28220983,全26话,24.8万追番,270.2万次播放,1160150400,1160150400,1557724241,9.8分,4880,地狱少女 二笼,原创,0
,,1,28222732,全21话,24.8万追番,478万次播放,1569945600,1569945600,1582716600,9.1分,28622,虚空魔境 第二季,漫画改 热血 战斗,0
,,1,3097,全12话,24.8万追番,632.8万次播放,1452096000,1452096000,1459508402,8.3分,3097,梦幻之星online2,科幻 奇幻,0
,,1,2602,全12话,24.8万追番,1143.9万次播放,1436025600,1436025600,1442755800,9.6分,2602,和歌子酒 动画,日常 泡面 治愈 美食,0
,,1,130132,全26话,25万追番,347.9万次播放,1448208000,1448208000,1536122896,9.8分,25499,咱们裸熊 第一季（中配）,搞笑,0
,,1,5562,全12话,25.1万追番,349.3万次播放,1475596800,1475596800,1482953410,8.5分,5562,无畏魔女,战斗 机战 原创,0
限时免费,0,1,2013,全12话,25.1万追番,43.9万次播放,1507219200,1507219200,1309575120,9.8分,2013,奇诺之旅（2017）,奇幻 小说改 架空 冒险,0
,,1,864,全12话,25.3万追番,507.8万次播放,1318003200,1318003200,1324787651,9.4分,864,便·当,热血 战斗 校园 小说改,0
,,1,170,全12话,25.2万追番,567.2万次播放,1396627200,1396627200,1403426923,9.0分,170,众神的恶作剧,乙女 奇幻,0
会员专享,0,1,139332,全23话,25.3万追番,612.6万次播放,1538755200,1538755200,1553940000,9.4分,25740,逆转裁判 第二季,推理 游戏改,0
,,1,996,全12话,25.3万追番,59.8万次播放,1286467200,1286467200,1293257940,9.2分,996,FORTUNE ARTERIAL -赤之约定-,奇幻 日常 游戏改,0
,,1,5951,全12话,25.1万追番,501.6万次播放,1491148800,1491148800,1497884400,8.5分,5951,笑面推销员NEW,漫画改,0
,,1,5784,全12话,25.4万追番,443.7万次播放,1483804800,1483804800,1490468400,6.7分,5784,锁链战记 赫克瑟塔斯之光,游戏改 架空,0
会员专享,0,1,952544,全3话,25.4万追番,110.1万次播放,1540569600,1540569600,1540634400,9.8分,24951,牵牛花与加濑同学。,校园 日常 漫画改,0
,,1,930,全12话,24.4万追番,103.7万次播放,1345564800,1345564800,1465701243,9.6分,930,+TIC模型姐妹,萌系 搞笑 日常,0
,,1,3589,全1话,25.5万追番,265.4万次播放,1452268800,1452268800,1476105699,9.0分,3589,玻璃之花与崩坏的世界,治愈 架空,0
,,1,1527,全10话,25.8万追番,181.2万次播放,1421942400,1421942400,1427479541,6.5分,1527,ISUCA,热血 奇幻 校园 战斗,0
,,1,3449,全1话,25.6万追番,339.9万次播放,1448985600,1448985600,1458297974,9.7分,3449,命运石之门 境界面上的迷失之链,科幻 穿越,0
,,1,5530,全12话,25.6万追番,331.9万次播放,1475856000,1475856000,1482510900,9.0分,5530,Lostorage incited WIXOSS,,0
,,1,1792,全12话,25.6万追番,208.4万次播放,1183737600,1183737600,1310503536,9.7分,1792,再见绝望先生,搞笑 日常,0
,,1,334,全12话,25.8万追番,1241万次播放,1406131200,1406131200,1414737850,9.8分,334,RWBY 第二季,奇幻 战斗,0
,,1,3151,全1话,25.8万追番,167.4万次播放,1190995200,1190995200,1449492845,9.7分,3151,异邦人 无皇刃谭,热血 战斗 历史,0
,,1,3456,全26话,25.9万追番,722.7万次播放,1459612800,1459612800,1466870402,9.8分,3456,忍者终结者 SE,热血 奇幻 战斗,0
会员专享,0,1,3100,全12话,23.2万追番,659.5万次播放,1452182400,1452182400,1458919800,8.7分,3100,石膏男孩,搞笑,0
,,1,1201,全12话,23.4万追番,44.5万次播放,1223136000,1223136000,1335168780,9.4分,1201,食灵-零-,战斗,0
,,1,2586,全12话,23.3万追番,4801.5万次播放,1435939200,1435939200,1442685600,9.2分,2586,沒有黃段子的無聊世界（僅限港澳台地區）,日常 校园,0
,,1,6306,全12话,23.3万追番,280.2万次播放,1499011200,1499011200,1505665800,7.7分,6306,战斗女子高校,校园 魔法 游戏改 战斗,0
,,1,139372,全12话,23.2万追番,326.1万次播放,1537545600,1537545600,1542808800,7.5分,25610,RErideD-穿越时空的德理达,科幻 原创 穿越 冒险,0
,,1,239,全11话,23.3万追番,582.8万次播放,1373472000,1373472000,1379606256,9.8分,239,银之匙 Silver Spoon 第一季,日常 校园 热血 美食,0
,,1,1180,全1话,23.4万追番,131.5万次播放,1243094400,1243094400,1298542500,9.7分,1180,CLANNAD ～AFTER STORY～另一个世界 杏篇,时泪 校园 治愈 催泪,0
,,1,4355,全1话,23.2万追番,432.6万次播放,1390924800,1390924800,1473760067,9.2分,4355,告白实行委员会 告白预演,恋爱 校园 声控,0
会员专享,0,1,28226651,全24话,23.4万追番,148万次播放,1491321600,1491321600,1577432580,9.8分,5983,重启咲良田,小说改 日常 奇幻 校园,0
,,1,6042,全2话,23.6万追番,415.8万次播放,1490284800,1490284800,1495592145,9.7分,6042,珈百璃的堕落 SP,校园 日常 漫画改,0
,,1,1388,全26话,23.5万追番,146.7万次播放,1143993600,1143993600,1350441471,9.7分,1388,传颂之物,奇幻 热血 战斗 架空,0
,,1,2588,全13话,23.7万追番,723.4万次播放,1436198400,1436198400,1443558627,9.2分,2588,那就是声优！,萌系 搞笑 治愈,0
,,1,78792,全12话,23.8万追番,524.8万次播放,1523203200,1523203200,1530184080,9.7分,23869,踏切时间,日常 泡面,0
,,1,3341,全12话,23.8万追番,156.3万次播放,1255104000,1255104000,1455593851,9.4分,3341,青之文学,治愈,0
会员专享,0,1,28222746,全27话,23.5万追番,717.6万次播放,1569254400,1569254400,1585650600,9.8分,28635,钻石王牌 act II 后半,漫画改 校园 运动 社团,0
,,1,3459,全13话,23.7万追番,574.2万次播放,1459440000,1459440000,1466776800,9.6分,3459,宇宙巡警露露子,奇幻 泡面,0
会员专享,0,1,2717,全26话,23.9万追番,317.3万次播放,1317830400,1317830400,1442558880,9.7分,2717,女神异闻录4,热血 奇幻 校园 战斗,0
,,0,3540,更新至第14话,23.9万追番,274万次播放,1459958400,1459958400,1589367120,9.0分,3540,番剧茶会,,0
,,1,3419,全2话,24万追番,858.9万次播放,1392220800,1392220800,1457685542,9.6分,3419,野良神 OAD,奇幻 日常,0
,,1,6319,全13话,24.4万追番,285.3万次播放,1499356800,1499356800,1506693600,8.6分,6319,18if 梦境异闻录,游戏改 穿越 冒险,0
,,1,703,全12话,24.1万追番,106.3万次播放,1341072000,1341072000,1350240577,9.7分,703,人类衰退之后,科幻 日常 小说改,0
,,1,3851,全1话,24.1万追番,316.9万次播放,1354204800,1354204800,1461577622,9.5分,3851,潜行吧！奈亚子 OVA 温柔地解决敌人的方法,少女,0
,,1,6036,全7话,24.1万追番,341万次播放,1466697600,1466697600,1490770967,9.7分,6036,田中君总是如此慵懒 特典,搞笑 治愈,0
会员专享,0,1,5762,全92话,24.4万追番,1082.7万次播放,1381939200,1381939200,1481169806,9.1分,5762,精灵宝可梦 XY,热血 战斗 励志,0
,,1,5769,全3话,24万追番,190.6万次播放,1481817600,1481817600,1487927529,7.5分,5769,锁链战记 赫克瑟塔斯之光,奇幻 战斗 游戏改 架空,0
,,1,77532,全12话,22万追番,286.5万次播放,1523462400,1523462400,1530117300,6.9分,23817,Butlers～千年百年物语～,奇幻 校园 少女 战斗,0
,,1,5516,全11话,22.1万追番,242.4万次播放,1476288000,1476288000,1482465674,9.7分,5516,编舟记,励志 职场 小说改,0
,,1,1375,全24话,22万追番,89.2万次播放,1159977600,1159977600,1308792180,9.7分,1375,KANON / 雪之少女（京都版）,少女 治愈 催泪,0
,,1,28221611,全10话,22.1万追番,30.2万次播放,1484150400,1484150400,1563244549,9.8分,28137,为美好的世界献上祝福！ 第二季 （僅限港澳台地區）,小说改 穿越 奇幻 搞笑,0
,,1,3452,全12话,22.3万追番,378.6万次播放,1460304000,1460304000,1466956801,9.5分,3452,三者三叶,萌系 校园 日常 治愈,0
,,1,3551,全26话,22.2万追番,823.7万次播放,1459958400,1459958400,1475201191,8.7分,3551,黑色残骸,机战 科幻 战斗,0
,,1,3781,全1话,22.2万追番,384.1万次播放,1343232000,1343232000,1461037406,8.8分,3781,罪恶王冠 失落的圣诞节 an episode of port town,战斗 热血 奇幻,0
,,1,46932,全13话,22.4万追番,2382.6万次播放,1515513600,1515513600,1522811460,9.5分,23043,OVERLORDⅡ SP,职场 架空,0
,,1,3454,全12话,22.2万追番,518万次播放,1459958400,1459958400,1467216302,8.9分,3454,鬼斩,奇幻 战斗,0
会员专享,0,1,5076,全1话,22.4万追番,350.8万次播放,1469203200,1469203200,1469980802,8.8分,5076,加速世界 Infinite Burst,小说改 恋爱 战斗 励志,0
,,1,2744,全12话,22.5万追番,683.9万次播放,1443888000,1443888000,1450620060,9.1分,2744,小森同学拒绝不了！,校园 日常 萌系,0
,,1,5621,全8话,22.4万追番,246.3万次播放,1477411200,1477411200,1506502800,9.5分,5621,斩首循环 蓝色学者与戏言跟班,小说改 推理,0
,,1,499,全50话,22.5万追番,805.8万次播放,1365264000,1365264000,1394207034,9.1分,499,机动战士高达SEED Destiny HD,科幻 机战,0
,,1,5906,全1话,22.6万追番,196.3万次播放,1484150400,1484150400,1485243101,9.5分,5906,超级弹丸论破2.5 狛枝凪斗与世界的破坏者,推理,0
,,1,3481,全1话,22.6万追番,326.1万次播放,1316620800,1316620800,1458637481,9.1分,3481,我的朋友很少 OAD,小说改 社团 少女 日常,0
,,1,3486,全2话,22.7万追番,468.2万次播放,1298390400,1298390400,1458714877,9.7分,3486,笨蛋，测验，召唤兽  OVA,搞笑 校园 社团 日常,0
,,1,3448,全4话,22.8万追番,289.8万次播放,1413302400,1413302400,1458541771,9.7分,3448,命运石之门 聪明睿智的认知计算,科幻,0
,,1,5959,全12话,22.9万追番,285.8万次播放,1491926400,1491926400,1498657200,8.0分,5959,Room Mate,乙女 泡面 原创,0
,,1,10372,全1话,22.8万追番,363.9万次播放,1353081600,1353081600,1507382700,9.1分,1640,EVA 新世纪福音战士新剧场版3.33：Q,机战 科幻 战斗,0
,,1,5859,全1话,23万追番,283.9万次播放,1326384000,1326384000,1483499751,9.7分,5859,妖狐×仆SS SP,恋爱,0
,,1,81292,全13话,22.9万追番,170.7万次播放,1380902400,1380902400,1522727358,9.8分,3570,Little Busters! ～Refrain～,校园 励志 游戏改,0
,,1,3128,全12话,23万追番,562.2万次播放,1452268800,1452268800,1459002601,7.3分,3128,舞武器舞乱伎,热血 奇幻 战斗,0
,,1,983,全12话,23万追番,216.4万次播放,1264348800,1264348800,1459218877,9.5分,983,刀语,历史 奇幻 战斗 催泪,0
会员专享,0,1,119152,全1话,22.4万追番,144万次播放,1249056000,1249056000,1532620800,9.5分,4694,夏日大作战,热血 治愈,0
,,1,3389,全13话,23.1万追番,230.4万次播放,1207152000,1207152000,1536285399,9.8分,3389,×××HOLiC·继,奇幻,0
会员专享,0,0,28228813,更新至第1031话,20.7万追番,835.3万次播放,1588176000,821030400,1588244531,9.8分,33415,名侦探柯南（中配）,漫画改 智斗 推理,0
会员专享,0,1,124972,全13话,20.8万追番,217.6万次播放,1404230400,1404230400,1534219500,9.7分,5201,Free! -Eternal Summer-,校园 运动,0
,,1,2582,全13话,20.8万追番,518.9万次播放,1435852800,1435852800,1443205500,9.3分,2582,Classroom☆Crisis,萌系 奇幻 科幻 日常,0
,,1,28221373,全12话,20.8万追番,12.9万次播放,1483545600,1483545600,1561343943,7.0分,5775,政宗君的复仇（僅限港澳台地區）,漫画改 校园 恋爱,0
,,1,6414,全3话,20.7万追番,304.8万次播放,1504800000,1504800000,1528453500,9.1分,6414,UQ HOLDER！悠久持有者 OAD,热血 战斗 漫画改,0
,,1,1332,全24话,20.8万追番,194.5万次播放,1191686400,1191686400,1291440485,8.9分,1332,出租魔法使,奇幻 热血 小说改,0
,,1,5522,全13话,20.8万追番,484.1万次播放,1475337600,1475337600,1482680709,9.1分,5522,超心动！艺术之星,乙女 音乐,0
,,1,979,全13话,20.9万追番,185.4万次播放,1286035200,1286035200,1462415520,9.7分,979,荒川爆笑团2,搞笑 日常 声控,0
,,1,1561,全13话,20.7万追番,126.3万次播放,1309536000,1309536000,1316939220,9.4分,1561,歌之☆王子殿下 真爱1000%,音乐 声控 乙女,0
,,1,4300,全7话,20.9万追番,405.3万次播放,1355846400,1355846400,1464763375,9.4分,4300,DEPTH OF FIELD ～ 爱与憎恨的剧场,萌系 搞笑 校园,0
会员专享,0,1,867,全13话,21万追番,170.9万次播放,1317398400,1317398400,1324771740,9.6分,867,迷糊餐厅 WORKING’!!,搞笑 日常 声控 美食,0
,,1,2668,全26话,20.9万追番,485.1万次播放,1286640000,1286640000,1438325304,9.8分,2668,小马宝莉 第一季,萌系,0
,,1,10352,全1话,21.1万追番,373.6万次播放,1246032000,1246032000,1507296840,9.8分,1639,EVA 新世纪福音战士新剧场版2.22：破,原创 科幻 机战 战斗,0
会员专享,0,1,2598,全10话,21万追番,704万次播放,1414512000,1414512000,1435733198,9.3分,2598,新网球王子 OVA 对战Genius10,运动 热血 社团,0
,,1,2745,全12话,21.2万追番,509.3万次播放,1443888000,1443888000,1450621860,6.9分,2745,彗星路西法,奇幻 架空 冒险,0
,,1,529,全13话,21万追番,224.6万次播放,1373126400,1373126400,1380500456,9.6分,529,八犬传-东方八犬异闻-  第二季,奇幻,0
,,1,12572,全12话,21.1万追番,68.5万次播放,1515340800,1515340800,1521993600,9.5分,21754,續 刀劍亂舞 -花丸-（僅限港澳台地區）,日常 游戏改,0
,,1,1659,全5话,21.4万追番,193万次播放,1344009600,1344009600,1460342951,7.2分,1659,Code Geass 亡国的阿基德,奇幻 科幻 热血 机战,0
,,1,2069,全45话,21.4万追番,591.3万次播放,1018281600,1018281600,1293811435,9.8分,2069,十二国记,时泪 奇幻 小说改 励志,0
会员专享,0,1,16899731,全1话,21.5万追番,121.1万次播放,1551196800,1551196800,1551229200,9.8分,26632,剧场版 悠哉日常大王 Vacation,漫画改 萌系 治愈 日常,0
会员专享,0,1,28222752,全26话,21.5万追番,481.3万次播放,1570377600,1570377600,1585580400,8.4分,28639,梦幻之星 神谕篇,游戏改 战斗 声控 科幻,0
,,1,2655,全1话,21.9万追番,132.5万次播放,1216137600,1216137600,1298542500,9.8分,2655,CLANNAD 另一个世界 智代篇,校园 治愈 时泪 催泪,0
,,1,20508163,全10话,21.5万追番,137.9万次播放,1350057600,1350057600,1355623560,9.8分,632,学生会的一己之见 Lv.2,小说改 搞笑 日常 校园,0
,,1,100712,全1话,21.9万追番,238.8万次播放,1428768000,1428768000,1528773383,9.7分,4170,灰色的迷宫,战斗 游戏改,0
会员专享,0,1,6346,全13话,21.6万追番,795.8万次播放,1499011200,1499011200,1506890100,8.5分,6346,暗芝居 第五季,泡面,0
,,1,95992,全12话,20万追番,134.7万次播放,1413388800,1413388800,1528167351,9.7分,4273,结城友奈是勇者,战斗 魔法 冒险,0
,,1,5063,全24话,19.8万追番,764.8万次播放,1467475200,1467475200,1482001090,8.5分,5063,DAYS,热血 校园 运动,0
,,1,6302,全13话,19.6万追番,70.4万次播放,1498924800,1498924800,1506186000,9.0分,6302,活撃/刀剣乱舞（僅限港澳台地區）,战斗 神魔 游戏改,0
,,1,2338,全112话,19.8万追番,602.6万次播放,718646400,718646400,1293811331,9.8分,2338,幽游白书,时泪 战斗 热血 神魔,0
,,1,904,全12话,20万追番,68.7万次播放,1310140800,1310140800,1323490260,9.6分,904,猫神八百万,萌系 奇幻 日常 治愈,0
,,1,2270,全1话,20.1万追番,123.7万次播放,935164800,935164800,1298652480,9.5分,2270,魔卡少女樱 香港之旅,时泪 萌系 奇幻 少女,0
,,1,2941,全1话,19.7万追番,305.5万次播放,1432915200,1432915200,1446453580,9.7分,2941,潜行吧！奈亚子F,少女,0
,,1,800,全26话,19.9万追番,414.7万次播放,1245772800,1245772800,1408287403,9.7分,800,圣斗士星矢 THE LOST CANVAS 冥王神话,奇幻 热血 声控 战斗,0
,,1,9132,全12话,20.2万追番,244.5万次播放,1515168000,1515168000,1521901799,8.7分,21674,三丽鸥男子,原创,0
,,1,1062,全12话,20.1万追番,56.6万次播放,1215619200,1215619200,1280912400,9.3分,1062,乃木坂春香的秘密,日常 恋爱,0
,,1,5351,全1话,20.1万追番,170万次播放,967132800,967132800,1472438820,9.8分,5351,吸血鬼猎人D,奇幻,0
,,1,6320,全24话,20.1万追番,387.5万次播放,1499443200,1499443200,1513969200,9.1分,6320,将国之天鹰星,战斗 漫画改 架空,0
