badge,badge_type,is_finish,media_id,index_show,follow,play,pub_real_time,pub_date,renewal_time,score,season_id,title,tags,count
,,1,5206,全48话,3.4万追番,392.8万次播放,1447948800,1447948800,1504082520,9.5分,5206,弱酸性百万亚瑟王,搞笑 漫画改 架空,0
,,1,163,全27话,3.4万追番,38.6万次播放,891360000,891360000,1287207717,9.4分,163,罗德岛战记-英雄骑士传-,时泪 奇幻 架空 冒险,0
,,1,28228951,全1话,3.4万追番,46.4万次播放,1590076800,1145030400,1590141600,9.6分,4920,名侦探柯南 侦探们的镇魂歌,漫画改 推理 智斗,0
,,1,4313002,全13话,3.4万追番,7.6万次播放,1483200000,1483200000,1543227047,9.1分,5771,碧藍幻想（僅限台灣地區）,奇幻 游戏改 架空 冒险,0
,,1,2272,全51话,3.4万追番,178.3万次播放,852480000,852480000,1289980800,9.4分,2272,四驱兄弟WGP（中文）,时泪 热血,0
,,1,1687,全11话,3.4万追番,102万次播放,1341417600,1341417600,1347593568,9.4分,1687,萌菌物语 Returns,萌系 日常,0
,,1,5488,全1话,3.5万追番,26.6万次播放,1437667200,1437667200,1473392445,9.6分,5488,天体的秩序SP,原创 奇幻 日常 治愈,0
会员专享,0,1,5744,全1话,3.5万追番,81.5万次播放,1373644800,1373644800,1481013982,8.8分,5744,精灵宝可梦 剧场版16：神速的盖诺赛克特 超梦觉醒,架空,0
,,1,214,全2话,3.5万追番,29.1万次播放,1393344000,1393344000,1399413403,,214,绝灭危愚少女,科幻 热血,0
,,1,1461,全26话,3.2万追番,22.7万次播放,1144080000,1144080000,1288886158,9.7分,1461,西蒙 SIMOUN,科幻 机战 架空,0
,,1,4447,全8话,3.2万追番,100.7万次播放,1343145600,1343145600,1489809200,8.8分,4447,小加速世界,萌系 搞笑,0
,,1,515,全12话,3.2万追番,44.8万次播放,1372780800,1372780800,1379561988,9.6分,515,玉响～more aggressive～,日常 治愈 社团,0
,,1,1315,全12话,3.2万追番,9.1万次播放,1168099200,1168099200,1384518060,9.6分,1315,校园理想乡 学美向前冲！,萌系 搞笑 科幻 声控,0
,,1,1967,全26话,3.2万追番,16.9万次播放,1062345600,1062345600,1517241600,9.2分,1967,读或死 TV,科幻,0
,,1,791,全24话,3.2万追番,137.8万次播放,1334160000,1334160000,1353512770,7.9分,791,交响诗篇 AO,科幻 热血 催泪 机战,0
,,1,3750,全26话,3.2万追番,84.1万次播放,1143907200,1143907200,1460704380,9.5分,3750,校园迷糊大王 二学期,搞笑 日常,0
,,0,69252,更新至第16话,3.2万追番,199.6万次播放,1516982400,1516982400,1534823160,9.7分,23619,RWBY Chibi 第三季,泡面,0
,,1,2577,全11话,3.2万追番,100.1万次播放,1436112000,1436112000,1439223600,,2577,百万偶像,日常 偶像 泡面,0
,,1,28221523,全13话,3.2万追番,15.3万次播放,1562428800,1562428800,1582732803,8.3分,28067,實況主的逃脫遊戲【直播中】（僅限台灣地區）,漫画改 穿越 冒险,0
会员专享,0,1,24788339,全1话,3.2万追番,37万次播放,1555084800,1555084800,1555149600,9.8分,26930,少女☆歌剧Revue Starlight -The LIVE- #1 revival,,0
,,1,1100,全13话,3.3万追番,52.8万次播放,1207238400,1207238400,1314601377,8.9分,1100,迷宫塔 ～乌鲁克之盾～,奇幻 科幻 热血 架空,0
会员专享,0,1,28228557,全24话,3.2万追番,20.1万次播放,1452355200,1452355200,1586605800,9.6分,33167,虹色时光,漫画改 恋爱 校园,0
,,1,5126,全1话,3.3万追番,121.2万次播放,1454688000,1454688000,1467877756,9.3分,5126,头文字D Legend3 -梦现-,,0
,,1,5007,全26话,3.2万追番,50.4万次播放,1123257600,1123257600,1466480000,9.3分,5007,强殖装甲凯普,战斗,0
,,1,2836,全26话,3.2万追番,157.5万次播放,1278259200,1278259200,1444921054,,2836,滑头鬼之孙 第一季【中文】,热血 奇幻 战斗 声控,0
,,1,168,全2话,3.3万追番,17.9万次播放,1237996800,1237996800,1375037460,,168,金色琴弦～Secondo Passo～,音乐 乙女,0
,,1,3795,全1话,3.3万追番,80.2万次播放,1342195200,1342195200,1461058525,9.7分,3795,魔法少女奈叶 The MOVIE 2nd A’s,魔法,0
,,1,2281,全26话,3.3万追番,8.5万次播放,862588800,862588800,1370846400,9.2分,2281,CLAMP学园侦探团,搞笑,0
,,1,1472,全24话,3.3万追番,9.6万次播放,1144857600,1144857600,1558008840,9.5分,1472,苍之瞳的少女,奇幻 科幻,0
,,1,2099,,3.3万追番,16.8万次播放,839001600,839001600,,9.6分,2099,X战记 剧场版,奇幻 战斗 时泪,0
,,1,92,全24话,3.3万追番,660.1万次播放,1404576000,1404576000,1419172200,9.1分,92,每度！浦安铁筋家族,搞笑 日常 泡面,0
,,1,3102,全13话,3.3万追番,82.6万次播放,1452268800,1452268800,1459025702,,3102,魔法护士小麦R,萌系 战斗 魔法,0
,,1,2981,全47话,3.3万追番,56.3万次播放,561744000,561744000,1446878415,9.4分,2981,格林童话剧场【中文】,奇幻 时泪,0
,,1,795,全26话,3.3万追番,62.8万次播放,1333555200,1333555200,1348981802,9.4分,795,战国Collection,奇幻 热血 游戏改,0
,,1,1437,全12话,3.1万追番,21.4万次播放,1153929600,1153929600,1361996865,,1437,无罪的维纳斯,奇幻 科幻,0
,,1,1971,全13话,3.1万追番,24万次播放,1058198400,1058198400,1489895589,9.4分,1971,拜托了！双子星,日常 少女,0
,,1,3514,全1话,3.1万追番,42.6万次播放,1379001600,1379001600,1459235530,6.2分,3514,花牌情缘 OAD,热血 运动 少女 校园,0
,,1,4312,全1话,3.1万追番,13.7万次播放,1354032000,1354032000,1464767374,,4312,温泉巡礼,治愈,0
,,1,5955,全12话,3.1万追番,32.6万次播放,1491494400,1491494400,1498228200,,5955,快盗天使 BREAK,魔法 原创,0
,,1,28228950,全1话,3.1万追番,41.2万次播放,1590076800,1112976000,1590141600,9.5分,5085,名侦探柯南 水平线上的阴谋,漫画改 推理 智斗,0
,,1,6375,全51话,3.1万追番,70.7万次播放,1120233600,1120233600,1500018396,9.6分,6375,魔女的考验【日语】,魔法 少儿,0
,,1,5869,全13话,3.1万追番,384.9万次播放,1191772800,1191772800,1483952068,9.5分,5869,越狱兔 第2季,萌系 搞笑 泡面,0
,,1,1902,全26话,3.1万追番,28.2万次播放,1081094400,1081094400,1305990038,9.2分,1902,玛德莱克丝,,0
,,1,3233,全12话,3.2万追番,26.4万次播放,1183651200,1183651200,1450858117,9.7分,3233,蛋黄酱萝莉,萌系 日常 治愈,0
,,1,28228957,全1话,3.1万追番,37.7万次播放,1590076800,1302883200,1590141601,8.8分,4518,名侦探柯南 沉默的15分钟,漫画改 推理 智斗,0
会员专享,0,1,121632,全12话,3.1万追番,71.4万次播放,1533830400,1533830400,1555257603,2.6分,25235,欢迎来到加帕里公园,萌系 日常 泡面 架空,0
会员专享,0,1,28221491,全1话,3.1万追番,26.4万次播放,1563379200,1563379200,1563444000,9.7分,28054,少女☆歌剧Revue Starlight -The LIVE- #2 Transition,奇幻 战斗 校园 音乐,0
,,1,603,全1话,3.2万追番,31.3万次播放,1294416000,1294416000,1363076460,9.3分,603,成年女性的动画时间 第一季,搞笑 日常,0
,,1,2615,全13话,3.1万追番,89.7万次播放,1435852800,1435852800,1443190800,,2615,乌瑟的穷困生活 梦幻篇,萌系 搞笑 日常,0
,,1,1570,全13话,3.2万追番,154.7万次播放,1428249600,1428249600,1435573814,9.7分,1570,怪盗JOKER 第二季,萌系 少儿,0
会员专享,0,1,6389,全1话,3.1万追番,63.8万次播放,1405699200,1405699200,1502173491,9.0分,6389,XY：破坏之茧与蒂安希,架空 冒险,0
,,1,1920,全26话,3.1万追番,30.2万次播放,1096819200,1096819200,1293811600,9.4分,1920,月咏-MOON PHASE-,奇幻,0
,,1,6179,全27话,3.1万追番,103.8万次播放,1290700800,1290700800,1495086098,9.7分,6179,变形金刚：领袖之证 中文第一季,热血 科幻,0
,,1,128792,全1话,3.1万追番,54.3万次播放,1471708800,1471708800,1535535180,9.2分,25451,高达创战者 TRY 岛上热战,机战,0
,,1,2905,全1话,3.1万追番,26.4万次播放,1311955200,1311955200,1445789261,,2905,心之国爱丽丝 剧场版,奇幻 声控 乙女,0
,,1,3869,全1话,3.2万追番,49.9万次播放,1173456000,1173456000,1461810000,9.6分,3869,哆啦A梦 大雄的新魔界大冒险之7个魔法师,时泪 少儿 穿越 冒险,0
,,1,28228960,全1话,3.2万追番,41.5万次播放,1590076800,1397836800,1590141601,9.0分,4198,名侦探柯南 异次元的狙击手,漫画改 推理 智斗,0
会员专享,0,1,5755,全1话,3.1万追番,51.2万次播放,1026489600,1026489600,1481092009,9.7分,5755,精灵宝可梦 剧场版5：水都的守护神拉帝亚斯和拉帝欧斯,架空 冒险,0
,,1,4294,全6话,3.2万追番,159.1万次播放,1356019200,1356019200,1464761160,9.0分,4294,不才・秋山优花里的战车讲座,,0
,,1,5302,全2话,3万追番,35.4万次播放,994780800,994780800,1469166510,9.2分,5302,最终幻想：灵魂深处,架空,0
,,1,2283,全42话,3万追番,42.3万次播放,869241600,869241600,1387051377,,2283,烈火之炎,奇幻 日常 热血,0
,,1,5615,全50话,3万追番,64万次播放,1459526400,1459526400,1490400002,9.6分,5615,海獭波乐（暖暖日记）,少儿,0
会员专享,0,1,28221481,全14话,3万追番,32.6万次播放,1562515200,1562515200,1570465800,3.7分,28049,平凡職業造就世界最強（僅限港澳台地區）,小说改 奇幻 战斗 穿越,0
,,1,5868,全12话,3万追番,50.4万次播放,1483372800,1483372800,1490425736,,5868,漫研部～Surgical Friends～,搞笑 校园 日常 泡面,0
,,1,2451,全26话,3万追番,38.4万次播放,150220800,150220800,1375792433,9.4分,2451,宇宙战舰大和号,时泪 科幻 热血,0
,,1,938,全22话,3万追番,37.5万次播放,1302537600,1302537600,1326182728,9.5分,938,真的有呀！灵媒先生,奇幻 搞笑,0
,,1,5765,全1话,3万追番,30.4万次播放,1339776000,1339776000,1481708323,9.6分,5765,偶像大师,偶像 励志,0
,,1,28228961,全1话,3万追番,41.3万次播放,1590076800,1429286400,1590141601,5.6分,4199,名侦探柯南 业火的向日葵,漫画改 推理 智斗,0
,,1,28228955,全1话,3万追番,38.5万次播放,1590076800,1239984000,1590141600,9.3分,4724,名侦探柯南 漆黑的追踪者,漫画改 推理 智斗,0
,,1,28228954,全1话,3万追番,36.4万次播放,1590076800,1208534400,1590141600,9.4分,4784,名侦探柯南 战栗的乐谱,漫画改 智斗 推理,0
,,1,2254,全26话,3万追番,50.8万次播放,891532800,891532800,1296268992,9.8分,2254,失落的宇宙,时泪 科幻,0
,,1,44812,全12话,3万追番,46.8万次播放,1231430400,1231430400,1515666469,9.2分,4738,铁腕巴迪 DECODE 第二季,科幻,0
会员专享,0,1,5751,全1话,3万追番,47.8万次播放,1152892800,1152892800,1481090517,,5751,精灵宝可梦 剧场版9：宝可梦保育家与苍海的王子 玛纳霏,架空 冒险,0
,,1,133432,全1话,3万追番,83.6万次播放,1411747200,1411747200,1536745568,9.6分,25654,彩虹小马：小马国女孩2  彩虹摇滚,萌系 少女 魔法,0
会员专享,0,1,102472,全12话,3万追番,34.9万次播放,1531238400,1531238400,1537896900,9.1分,24626,深夜！天才傻鹏,,0
,,0,28226621,更新至第52话,2.9万追番,192.2万次播放,1577289600,1514736000,1577453940,,31756,小猪佩奇第一季英文版,,0
会员专享,0,1,5750,全1话,2.9万追番,55.8万次播放,1184342400,1184342400,1481090293,9.5分,5750,精灵宝可梦 剧场版10：决战时空之塔帝牙卢卡VS帕路奇犽VS达克莱伊,架空 冒险,0
,,1,3525,全1话,2.9万追番,194.3万次播放,1298649600,1298649600,1459496070,9.6分,3525,FORTUNE ARTERIAL -赤之约束- OAD,奇幻 日常,0
,,1,5871,全13话,2.9万追番,384.9万次播放,1301068800,1301068800,1483952664,9.6分,5871,越狱兔 第4季,萌系 搞笑 泡面,0
,,1,2983,全1话,2.9万追番,10.4万次播放,858355200,858355200,1446890753,9.6分,2983,佛兰德斯的狗,日常 治愈,0
,,1,5870,全13话,3万追番,384.9万次播放,1223827200,1223827200,1483952457,9.6分,5870,越狱兔 第3季,萌系 搞笑 泡面,0
,,1,1739,全13话,2.9万追番,20.8万次播放,1301760000,1301760000,1389107823,,1739,昭和物语,历史 日常 治愈,0
会员专享,0,1,28228559,全13话,3万追番,14.2万次播放,1467475200,1467475200,1587210540,9.4分,33169,橘色奇迹,漫画改 校园 恋爱,0
,,1,4312942,全25话,3万追番,4.1万次播放,1467302400,1467302400,1543206866,9.3分,26163,剑风传奇 新作（僅限台湾地區）,热血 奇幻 漫画改,0
,,1,2449,全52话,2.8万追番,45.3万次播放,339177600,339177600,1360231499,9.7分,2449,铁臂阿童木 1980,时泪 萌系 科幻 少儿,0
会员专享,0,1,5749,全1话,2.8万追番,50.3万次播放,1216396800,1216396800,1481090030,9.2分,5749,精灵宝可梦 剧场版11：骑拉帝纳与冰空的花束洁咪,,0
,,1,3262,全26话,2.8万追番,68.9万次播放,1181836800,1181836800,1451972602,9.6分,3262,湾岸MIDNIGHT,热血,0
,,1,73292,全1话,2.8万追番,17.3万次播放,1272643200,1272643200,1460517120,9.4分,3575,文学少女 剧场版,少女 治愈,0
,,1,1738,全24话,2.8万追番,37.4万次播放,1429027200,1429027200,1448376600,9.3分,1738,英国一家 吃在日本,日常,0
,,1,5407,全39话,2.8万追番,88万次播放,954777600,954777600,1475293961,9.6分,5407,Da!Da!Da!,少女 时泪,0
,,1,100772,全3话,2.8万追番,56.9万次播放,1511539200,1511539200,1528796123,9.4分,24534,全金属狂潮 总集篇,小说改 热血 机战,0
,,1,3901,全1话,2.8万追番,61.9万次播放,1394208000,1394208000,1528438140,9.3分,3901,哆啦A梦 新·大雄的大魔境-贝可与5人探险队-,奇幻 时泪 冒险,0
,,1,548,全13话,2.8万追番,6.7万次播放,1372867200,1372867200,1380263520,8.6分,548,特例措置团体斯特拉女子学院高等科C3部,日常 治愈 社团,0
,,1,1016,全14话,2.8万追番,26.3万次播放,1270051200,1270051200,1536312987,9.7分,1016,王牌投手 振臂高挥～夏日大会篇～,运动 治愈 热血 声控,0
,,1,28228958,全1话,2.8万追番,33万次播放,1590076800,1334332800,1590141601,8.5分,4548,名侦探柯南 第11个前锋,漫画改 推理 智斗,0
,,1,3041,全1话,2.8万追番,14万次播放,490032000,490032000,1447810755,9.5分,3041,银河铁道之夜,奇幻 时泪,0
,,1,2496,全5话,2.8万追番,42.4万次播放,544723200,544723200,1546509518,9.7分,2496,城市猎人 剧场版,搞笑 热血,0
会员专享,0,1,10492,全1话,2.8万追番,86.7万次播放,956332800,956332800,1512626400,9.7分,3879,蜡笔小新 森林里的暴风雨,萌系 少儿 冒险,0
,,1,1779,全12话,2.9万追番,21.7万次播放,1128700800,1128700800,1319180719,,1779,银盘万花筒,运动 小说改,0
,,1,5574,全8话,2.9万追番,70.7万次播放,1266249600,1266249600,1475122120,9.5分,5574,光晕：传奇,科幻,0
,,1,1995,全52话,2.9万追番,24.3万次播放,1049299200,1049299200,1292473320,9.5分,1995,百变之星,热血,0
,,1,3566,全5话,2.9万追番,37.2万次播放,1040400000,1040400000,1460357591,9.6分,3566,超时空要塞 ZERO,热血 科幻 战斗,0
,,1,1219,全24话,2.9万追番,12.3万次播放,1222876800,1222876800,1536231205,9.7分,1219,再造人卡辛,科幻,0
,,1,3850,全2话,2.9万追番,15.4万次播放,1327939200,1327939200,1461576529,9.6分,3850,再见绝望先生 Blu-ray BOX化纪念话,搞笑 日常,0
,,1,169,全12话,2.9万追番,32.3万次播放,1396627200,1396627200,1504609080,,169,金色琴弦 Blue♪Sky,音乐 乙女,0
会员专享,0,1,5752,全1话,2.9万追番,47.6万次播放,1121443200,1121443200,1481090715,9.5分,5752,精灵宝可梦 剧场版8：梦幻与波导的勇者路卡利欧,,0
会员专享,0,1,5753,全1话,2.9万追番,50.5万次播放,1089993600,1089993600,1481091223,9.3分,5753,精灵宝可梦 剧场版7：裂空的访问者代欧奇希斯,架空 冒险,0
,,1,28228953,全1话,2.9万追番,35.3万次播放,1590076800,1177084800,1590141600,8.7分,4787,名侦探柯南 绀碧之棺,漫画改 推理 智斗,0
,,1,1004,全12话,2.9万追番,90.4万次播放,1285862400,1285862400,1306384199,3.2分,1004,钢铁侠,科幻 热血,0
会员专享,0,1,2314,全26话,2.7万追番,3万次播放,812649600,812649600,1360417500,,2314,爆走猎人,奇幻 小说改,0
,,1,3839,全1话,2.7万追番,98.8万次播放,1432310400,1432310400,1461565045,,3839,头文字D Legend2 -斗走-,热血 运动,0
,,1,1347,全12话,2.7万追番,29.5万次播放,1196870400,1196870400,1337739523,,1347,魂兽,奇幻 科幻 热血,0
,,1,2685,全1话,2.7万追番,50.9万次播放,1390579200,1390579200,1412463311,9.7分,2685,偶像大师 剧场版 向着光辉的彼岸！,校园 音乐 偶像,0
会员专享,0,1,5754,全1话,2.7万追番,43.9万次播放,1058544000,1058544000,1481091718,,5754,精灵宝可梦 剧场版6：七夜的许愿星基拉祈,架空 冒险,0
,,1,1592,全12话,2.7万追番,99.3万次播放,1404489600,1404489600,1460514376,,1592,战国BASARA Judge End,历史 热血 游戏改,0
,,1,28221532,全13话,2.7万追番,25.1万次播放,1562428800,1562428800,1569688200,,28072,艾梅洛閣下 II 世事件簿 -魔眼蒐集列車 Grace note-（僅限台灣地區）,小说改 奇幻 冒险 魔法,0
,,1,3898,全1话,2.8万追番,53.1万次播放,1362758400,1362758400,1528437420,9.5分,3898,哆啦A梦 大雄的秘密道具博物馆,奇幻 时泪 冒险,0
,,1,2297,全25话,2.7万追番,121万次播放,828720000,828720000,1395565953,9.7分,2297,钢铁神兵B'T-X,时泪 科幻 热血,0
,,1,5604,全5话,2.8万追番,207.1万次播放,1475251200,1475251200,1490263200,,5604,火影忍者舞台剧,,0
,,1,4763,全12话,2.8万追番,4.8万次播放,1183305600,1183305600,1465811220,,4763,七色星露,少女,0
,,1,2104,全13话,2.8万追番,36.3万次播放,994176000,994176000,1361026346,9.7分,2104,青春草莓蛋,日常,0
,,1,2556,全1话,2.8万追番,92.3万次播放,574099200,574099200,1423905726,9.3分,2556,哆啦A梦 大雄的平行西游记,萌系 奇幻 科幻 少儿,0
会员专享,0,1,4477,全1话,2.8万追番,43万次播放,1310745600,1310745600,1484796900,,4477,精灵宝可梦 剧场版14 黑：比克提尼与黑英雄 捷克罗姆,架空 穿越 冒险,0
,,1,5180,全4话,2.8万追番,36.8万次播放,1371830400,1371830400,1468231076,8.6分,5180,攻壳机动队ARISE,科幻,0
,,1,827,全37话,2.8万追番,41.9万次播放,1325865600,1325865600,1348980360,9.0分,827,足球骑士,运动,0
,,1,4451,全1话,2.8万追番,13.1万次播放,1341590400,1341590400,1465118961,,4451,古斯柯布多力传记,奇幻,0
会员专享,0,1,5756,全1话,2.8万追番,45.7万次播放,994435200,994435200,1481092228,,5756,精灵宝可梦 剧场版4：雪拉比穿梭时空的相遇,架空 穿越 冒险,0
,,1,2599,全6话,2.8万追番,77.2万次播放,1436630400,1436630400,1442757600,,2599,VENUS PROJECT -CLIMAX-,科幻 日常 热血 偶像,0
,,1,2460,全1话,2.8万追番,25.1万次播放,284572800,284572800,1383716295,,2460,红发安妮,日常 治愈,0
,,1,2549,全1话,2.8万追番,81.6万次播放,321897600,321897600,1423812300,9.5分,2549,哆啦A梦 大雄的恐龙,萌系 奇幻 科幻 少儿,0
,,1,4308942,全13话,2.8万追番,2.7万次播放,1452182400,1452182400,1542622190,9.8分,2701,昭和元祿落語心中（僅限港澳台地區）,治愈 励志 漫画改,0
,,1,28228959,全1话,2.8万追番,32.7万次播放,1590076800,1366387200,1590141601,5.8分,4439,名侦探柯南 绝海的侦探,漫画改 推理 智斗,0
,,1,5412,全94话,2.8万追番,49万次播放,821203200,821203200,1470020627,,5412,浪客剑心 （中配）,热血 战斗 历史,0
,,1,28221589,全10话,2.8万追番,10.3万次播放,1475769600,1475769600,1562742215,9.8分,28115,排球少年 烏野高校 VS 白鳥澤學園高校（僅限港澳台地區）,漫画改 热血 运动 社团,0
,,1,28222853,全13话,2.6万追番,41.7万次播放,1569945600,1569945600,1577462403,9.5分,28686,這個勇者明明超TUEEE卻過度謹慎！（僅限台灣地區）,小说改 穿越 奇幻 战斗,0
,,1,3846,全1话,2.6万追番,23.7万次播放,1167580800,1167580800,1461571204,,3846,强袭魔女 OVA,热血 科幻 战斗,0
,,1,218,全9话,2.6万追番,18.4万次播放,1388764800,1388764800,1453711357,9.2分,218,机器人少女Z,科幻,0
,,1,4236,全1话,2.6万追番,12.9万次播放,1392998400,1392998400,1464680237,9.3分,4236,乔瓦尼之岛,治愈,0
,,1,1122,全39话,2.6万追番,40.2万次播放,1238688000,1238688000,1301760303,,1122,胡子小鸡,萌系 搞笑 日常 泡面,0
,,1,1287,全27话,2.6万追番,29.4万次播放,1175529600,1175529600,1302410638,8.5分,1287,星界死者之书,奇幻 科幻 热血,0
,,1,3787,全1话,2.6万追番,24.3万次播放,1420732800,1420732800,1461047899,,3787,偶像大师 灰姑娘女孩 第一季 OVA,偶像 少女,0
,,1,5158,全45话,2.6万追番,20.6万次播放,1050336000,1050336000,1468209540,9.6分,5158,侦探学园Q,推理,0
,,1,106,全64话,2.6万追番,328.9万次播放,1356969600,1356969600,1364489517,9.5分,106,迷你偶像,萌系 日常 泡面 治愈,0
会员专享,0,1,4475,全1话,2.6万追番,36.6万次播放,1310745600,1310745600,1484797426,,4475,精灵宝可梦 剧场版14 白：比克提尼与白英雄 雷希拉姆,魔法 冒险,0
,,1,2493,全1话,2.6万追番,9.8万次播放,934560000,934560000,1557712181,9.7分,2493,少女革命 思春期默示录,奇幻 战斗,0
,,1,2659,全51话,2.6万追番,46万次播放,1112544000,1112544000,1383275501,9.5分,2659,植木的法则,奇幻,0
,,1,743,全13话,2.7万追番,59.6万次播放,1348934400,1348934400,1356319132,,743,绯色的欠片 第二季,奇幻 乙女,0
,,1,105592,全25话,2.7万追番,89.1万次播放,1523116800,1523116800,1538269200,9.5分,24728,甜甜私房猫 第四季,治愈 少儿,0
,,1,1927,全1话,2.6万追番,12.9万次播放,1074182400,1074182400,1351990571,9.6分,1927,落叶,热血,0
,,1,3521,全1话,2.6万追番,42.8万次播放,1344614400,1344614400,1459336696,9.7分,3521,丹特丽安的书架 OVA 荆姬,奇幻 战斗,0
,,1,1669,全60话,2.7万追番,85万次播放,1333468800,1333468800,1395594902,9.4分,1669,黑魔女学园,奇幻 日常 魔法,0
,,1,4311302,全17话,2.7万追番,32.9万次播放,1144598400,1144598400,1542614031,9.8分,4922,怪医黑杰克21,治愈,0
,,1,28221526,全13话,2.7万追番,19.2万次播放,1562601600,1562601600,1569861000,8.4分,28069,COP CRAFT（僅限台灣地區）,小说改 穿越 奇幻 职场,0
,,1,740,全10话,2.7万追番,42.6万次播放,1316620800,1316620800,1327603003,,740,武装神姬 Moon Angel,热血,0
,,1,1692,全12话,2.7万追番,30.8万次播放,1325692800,1325692800,1332577508,9.6分,1692,侦探歌剧 少女福尔摩斯 第二幕,搞笑 日常,0
,,1,5956,全12话,2.7万追番,49.9万次播放,1491321600,1491321600,1498052700,9.6分,5956,不要输！！恶之军团！,搞笑 泡面,0
会员专享,0,1,5745,全1话,2.7万追番,47.5万次播放,1278691200,1278691200,1481015656,,5745,精灵宝可梦 剧场版13：幻影的霸者索罗亚克,架空 冒险,0
,,1,1591,全13话,2.7万追番,40.6万次播放,1278777600,1278777600,1460513941,,1591,战国BASARA 贰,历史 热血 游戏改,0
会员专享,0,1,4312882,全7话,2.7万追番,85.7万次播放,1334851200,1334851200,1543203684,8.6分,4546,新网球王子 OVA,搞笑 运动,0
,,1,4086,全13话,2.5万追番,33万次播放,1404316800,1404316800,1464315474,9.6分,4086,囝仔小短篇,萌系,0
,,1,3158,全26话,2.5万追番,24.1万次播放,1207584000,1207584000,1449830617,9.1分,3158,The Revelation,科幻 智斗,0
会员专享,0,1,4734,全13话,2.5万追番,11.3万次播放,1234540800,1234540800,1465790160,9.5分,4734,鹤屋和熏干酪,萌系,0
会员专享,0,1,28228764,全13话,2.5万追番,29.3万次播放,1412438400,1412438400,1587884220,9.1分,4162,狼少女与黑王子,漫画改 少女 恋爱 校园,0
,,1,1934,全13话,2.5万追番,9.7万次播放,1094832000,1094832000,1294031077,9.2分,1934,风人物语,奇幻 日常 治愈,0
,,1,4473,全2话,2.5万追番,47.6万次播放,1347552000,1347552000,1465183362,9.1分,4473,蟑螂娘,萌系,0
,,1,5397,全40话,2.5万追番,25.9万次播放,631382400,631382400,1469696860,,5397,我的长腿叔叔,奇幻,0
,,1,1873,全24话,2.5万追番,17.5万次播放,1088006400,1088006400,1409580005,9.1分,1873,库拉乌幻之记忆,科幻 治愈,0
,,1,2293,全26话,2.5万追番,15.3万次播放,844099200,844099200,1397020200,9.7分,2293,机动战舰大和抚子 TV版,科幻 热血 机战,0
,,1,1323,全26话,2.6万追番,30.4万次播放,1172851200,1172851200,1281688378,,1323,新勇者莱汀,科幻 热血,0
,,1,1854,全12话,2.6万追番,23.2万次播放,1104854400,1104854400,1306132343,,1854,异度传说,科幻,0
,,1,6333,全12话,2.6万追番,4.2万次播放,1396972800,1396972800,1498030857,,6333,棺姬嘉依卡（僅限港澳台地區）,小说改 战斗 魔法 冒险,0
,,1,604,全3话,2.5万追番,48.2万次播放,1294416000,1294416000,1364753594,9.5分,604,成年女性的动画时间 第二季,日常,0
,,1,4312002,全52话,2.6万追番,70.9万次播放,842803200,842803200,1542695260,9.7分,26128,超能勇士,机战 科幻,0
,,1,3234,全12话,2.6万追番,115.8万次播放,1452441600,1452441600,1459181702,,3234,网球并不可笑嘛 第七季,搞笑 校园 日常 运动,0
,,1,1847,全24话,2.5万追番,11.2万次播放,1130947200,1130947200,1302506460,9.1分,1847,增血鬼果林,奇幻 日常 少女,0
,,1,1874,全13话,2.5万追番,4万次播放,1096732800,1096732800,1310763660,,1874,诗片,日常,0
会员专享,0,1,28228721,全1话,2.6万追番,14.1万次播放,1585238400,1585238400,1588504380,9.8分,33330,ACCA13区监察课－Regards,,0
,,1,1335,全13话,2.6万追番,5.9万次播放,1191254400,1191254400,1305953220,9.3分,1335,BLUE DROP 天使们的戏曲,科幻,0
会员抢先,0,0,28226758,更新至第15话,2.5万追番,27.8万次播放,1578672000,1578672000,1590163500,9.7分,31817,科學超電磁砲T（僅限港澳台地區）,漫画改 战斗 科幻 校园,0
,,1,8592,全1话,2.6万追番,130.8万次播放,1092326400,1092326400,1511848680,9.6分,21109,游戏王剧场版 光之金字塔,智斗 战斗 漫画改,0
,,1,876,全23话,2.5万追番,9万次播放,1317916800,1317916800,1536305647,8.5分,876,最终流放-银翼之法姆-,奇幻 科幻 热血 架空,0
会员专享,0,1,6413,全1话,2.5万追番,43.1万次播放,1342195200,1342195200,1504597140,,6413,精灵宝可梦 剧场版15：酋雷姆VS圣剑士 凯路迪欧,冒险,0
,,1,3900,全1话,2.6万追番,40.2万次播放,1299254400,1299254400,1461823920,9.7分,3900,哆啦A梦 新·大雄与铁人兵团～振翅吧天使们～,奇幻 时泪,0
,,1,3053,全1话,2.6万追番,13.4万次播放,1150473600,1150473600,1448379818,9.3分,3053,银河铁道之夜 2006,奇幻,0
,,1,1445,全27话,2.4万追番,20.1万次播放,1144252800,1144252800,1288886289,,1445,ZEGAPAIN,科幻 热血 机战,0
,,1,1349,全26话,2.4万追番,16.6万次播放,1191254400,1191254400,1324354951,9.6分,1349,物怪,奇幻 日常 治愈,0
,,1,4467,全1话,2.4万追番,8.1万次播放,1348156800,1348156800,1465182771,,4467,桥的那一边,奇幻,0
,,1,5498,全2话,2.4万追番,21万次播放,1469548800,1469548800,1483945503,9.5分,5498,JOKER GAME SP,推理,0
